As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score,tconst,imdb_title,genres,averageRating,numVotes
2020-04-20,3,4,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",5,36,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-20,4,3,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",28,273,,,,,
2020-04-20,5,5,-,#blackAF,TV Show,Yes,"Apr 17, 2020",3,17,tt10311562,#BlackAF,Comedy,6.8,5563
2020-04-20,6,6,3,Ozark,TV Show,Yes,"Jul 21, 2017",24,203,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-20,7,9,-,Waco,TV Show,,"Apr 16, 2020",2,6,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-20,8,7,-,The Innocence Files,TV Show,Yes,"Apr 15, 2020",5,22,tt11958922,The Innocence Files,"Crime,Documentary",7.9,3365
2020-04-20,9,8,2,Code 8,Movie,,"Apr 11, 2020",9,51,tt6259380,Code 8,"Action,Crime,Drama",6.1,57139
2020-04-20,10,-,-,The Green Hornet,Movie,,"Apr 18, 2020",1,1,tt0990407,The Green Hornet,"Action,Comedy,Crime",5.8,168141
2020-04-21,1,2,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",4,34,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-21,2,3,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",6,45,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-21,3,1,-,Despicable Me,Movie,,"Apr 16, 2020",5,48,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2020-04-21,4,7,-,Waco,TV Show,,"Apr 16, 2020",3,13,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-21,5,4,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",29,279,,,,,
2020-04-21,6,5,-,#blackAF,TV Show,Yes,"Apr 17, 2020",4,22,tt10311562,#BlackAF,Comedy,6.8,5563
2020-04-21,7,6,2,Ozark,TV Show,Yes,"Jul 21, 2017",25,207,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-21,8,8,-,The Innocence Files,TV Show,Yes,"Apr 15, 2020",6,25,tt11958922,The Innocence Files,"Crime,Documentary",7.9,3365
2020-04-21,9,-,5,All American,TV Show,,"Mar 28, 2019",27,160,tt7414406,All American,"Drama,Sport",7.6,16118
2020-04-21,10,10,-,The Green Hornet,Movie,,"Apr 18, 2020",2,2,tt0990407,The Green Hornet,"Action,Comedy,Crime",5.8,168141
2020-04-22,1,1,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",5,44,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-22,2,2,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",7,54,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-22,3,3,-,Despicable Me,Movie,,"Apr 16, 2020",6,56,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2020-04-22,4,4,-,Waco,TV Show,,"Apr 16, 2020",4,20,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-22,5,6,-,#blackAF,TV Show,Yes,"Apr 17, 2020",5,28,tt10311562,#BlackAF,Comedy,6.8,5563
2020-04-22,6,5,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",30,284,,,,,
2020-04-22,7,7,2,Ozark,TV Show,Yes,"Jul 21, 2017",26,211,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-22,8,9,6,All American,TV Show,,"Mar 28, 2019",28,163,tt7414406,All American,"Drama,Sport",7.6,16118
2020-04-22,9,8,-,The Innocence Files,TV Show,Yes,"Apr 15, 2020",7,27,tt11958922,The Innocence Files,"Crime,Documentary",7.9,3365
2020-04-22,10,-,-,Cooked with Cannabis,TV Show,Yes,"Apr 20, 2020",1,1,tt12176398,Cooked with Cannabis,Reality-TV,6.6,501
2020-04-23,1,1,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",6,54,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-23,2,2,6,Outer Banks,TV Show,Yes,"Apr 15, 2020",8,63,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-23,3,4,-,Waco,TV Show,,"Apr 16, 2020",5,28,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-23,4,-,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",1,7,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-23,5,3,-,Despicable Me,Movie,,"Apr 16, 2020",7,62,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2020-04-23,6,7,2,Ozark,TV Show,Yes,"Jul 21, 2017",27,216,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-23,7,6,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",31,288,,,,,
2020-04-23,8,5,-,#blackAF,TV Show,Yes,"Apr 17, 2020",6,31,tt10311562,#BlackAF,Comedy,6.8,5563
2020-04-23,9,-,-,Absurd Planet,TV Show,Yes,"Apr 22, 2020",1,2,tt12027008,Absurd Planet,"Comedy,Documentary,Musical",4.1,1734
2020-04-23,10,10,-,Cooked with Cannabis,TV Show,Yes,"Apr 20, 2020",2,2,tt12176398,Cooked with Cannabis,Reality-TV,6.6,501
2020-04-24,1,4,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",2,17,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-24,2,2,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",9,72,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-24,3,1,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",7,62,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-24,4,3,-,Waco,TV Show,,"Apr 16, 2020",6,35,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-24,5,6,4,Ozark,TV Show,Yes,"Jul 21, 2017",28,222,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-24,6,5,1,Despicable Me,Movie,,"Apr 16, 2020",8,67,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2020-04-24,7,7,2,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",32,292,,,,,
2020-04-24,8,8,-,#blackAF,TV Show,Yes,"Apr 17, 2020",7,34,tt10311562,#BlackAF,Comedy,6.8,5563
2020-04-24,9,9,-,Absurd Planet,TV Show,Yes,"Apr 22, 2020",2,4,tt12027008,Absurd Planet,"Comedy,Documentary,Musical",4.1,1734
2020-04-24,10,10,-,Cooked with Cannabis,TV Show,Yes,"Apr 20, 2020",3,3,tt12176398,Cooked with Cannabis,Reality-TV,6.6,501
2020-04-25,1,-,-,Extraction,Movie,Yes,"Apr 24, 2020",1,10,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-04-25,2,1,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",3,26,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-25,3,2,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",10,80,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-25,4,3,5,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",8,69,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-25,5,4,-,Waco,TV Show,,"Apr 16, 2020",7,41,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-25,6,5,4,Ozark,TV Show,Yes,"Jul 21, 2017",29,227,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-25,7,6,1,Despicable Me,Movie,,"Apr 16, 2020",9,71,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2020-04-25,8,7,2,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",33,295,,,,,
2020-04-25,9,9,-,Absurd Planet,TV Show,Yes,"Apr 22, 2020",3,6,tt12027008,Absurd Planet,"Comedy,Documentary,Musical",4.1,1734
2020-04-25,10,8,6,#blackAF,TV Show,Yes,"Apr 17, 2020",8,35,tt10311562,#BlackAF,Comedy,6.8,5563
2020-04-26,1,1,-,Extraction,Movie,Yes,"Apr 24, 2020",2,20,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-04-26,2,3,4,Outer Banks,TV Show,Yes,"Apr 15, 2020",11,89,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-26,3,2,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",4,34,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-26,4,5,9,Waco,TV Show,,"Apr 16, 2020",8,48,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-26,5,4,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",9,75,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-26,6,8,3,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",34,300,,,,,
2020-04-26,7,6,6,Ozark,TV Show,Yes,"Jul 21, 2017",30,231,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-26,8,9,-,Absurd Planet,TV Show,Yes,"Apr 22, 2020",4,9,tt12027008,Absurd Planet,"Comedy,Documentary,Musical",4.1,1734
2020-04-26,9,7,1,Despicable Me,Movie,,"Apr 16, 2020",10,73,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2020-04-26,10,-,-,Django Unchained,Movie,,"Oct 25, 2014",1,1,tt1853728,Django Unchained,"Drama,Western",8.5,1843125
2020-04-27,1,1,-,Extraction,Movie,Yes,"Apr 24, 2020",3,30,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-04-27,2,2,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",12,98,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-27,3,-,-,"Coronavirus, Explained",TV Show,Yes,"Apr 26, 2020",1,8,tt12189310,"Coronavirus, Explained",Documentary,7.5,2521
2020-04-27,4,3,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",5,41,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-27,5,4,7,Waco,TV Show,,"Apr 16, 2020",9,54,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-27,6,5,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",10,80,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-27,7,-,-,The Last Kingdom,TV Show,,"Jul 10, 2016",1,4,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-04-27,8,10,-,Django Unchained,Movie,,"Oct 25, 2014",2,4,tt1853728,Django Unchained,"Drama,Western",8.5,1843125
2020-04-27,9,7,6,Ozark,TV Show,Yes,"Jul 21, 2017",31,233,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-27,10,6,4,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",35,301,,,,,
2020-04-28,1,1,-,Extraction,Movie,Yes,"Apr 24, 2020",4,40,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-04-28,2,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",13,107,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-28,3,7,-,The Last Kingdom,TV Show,,"Jul 10, 2016",2,12,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-04-28,4,3,-,"Coronavirus, Explained",TV Show,Yes,"Apr 26, 2020",2,15,tt12189310,"Coronavirus, Explained",Documentary,7.5,2521
2020-04-28,5,4,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",6,47,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-28,6,-,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",1,5,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-04-28,7,5,4,Waco,TV Show,,"Apr 16, 2020",10,58,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-28,8,6,1,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",11,83,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-28,9,9,7,Ozark,TV Show,Yes,"Jul 21, 2017",32,235,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-28,10,8,-,Django Unchained,Movie,,"Oct 25, 2014",3,5,tt1853728,Django Unchained,"Drama,Western",8.5,1843125
2020-04-29,1,1,-,Extraction,Movie,Yes,"Apr 24, 2020",5,50,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-04-29,2,6,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",2,14,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-04-29,3,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",14,115,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-29,4,3,-,The Last Kingdom,TV Show,,"Jul 10, 2016",3,19,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-04-29,5,5,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",7,53,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-29,6,7,4,Waco,TV Show,,"Apr 16, 2020",11,63,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-29,7,9,7,Ozark,TV Show,Yes,"Jul 21, 2017",33,239,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-29,8,4,-,"Coronavirus, Explained",TV Show,Yes,"Apr 26, 2020",3,18,tt12189310,"Coronavirus, Explained",Documentary,7.5,2521
2020-04-29,9,8,1,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",12,85,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-04-29,10,10,-,Django Unchained,Movie,,"Oct 25, 2014",4,6,tt1853728,Django Unchained,"Drama,Western",8.5,1843125
2020-04-30,1,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",3,24,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-04-30,2,1,-,Extraction,Movie,Yes,"Apr 24, 2020",6,59,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-04-30,3,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",15,123,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-04-30,4,4,-,The Last Kingdom,TV Show,,"Jul 10, 2016",4,26,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-04-30,5,-,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",1,6,,,,,
2020-04-30,6,5,4,The Willoughbys,Movie,Yes,"Apr 22, 2020",8,58,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-04-30,7,6,3,Waco,TV Show,,"Apr 16, 2020",12,67,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-04-30,8,7,6,Ozark,TV Show,Yes,"Jul 21, 2017",34,242,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-04-30,9,10,-,Django Unchained,Movie,,"Oct 25, 2014",5,8,tt1853728,Django Unchained,"Drama,Western",8.5,1843125
2020-04-30,10,9,1,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",13,86,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-05-01,1,1,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",4,34,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-01,2,-,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",1,9,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-01,3,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",16,131,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-01,4,2,-,Extraction,Movie,Yes,"Apr 24, 2020",7,66,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-05-01,5,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",2,12,,,,,
2020-05-01,6,4,-,The Last Kingdom,TV Show,,"Jul 10, 2016",5,31,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-05-01,7,6,1,The Willoughbys,Movie,Yes,"Apr 22, 2020",9,62,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-05-01,8,7,4,Waco,TV Show,,"Apr 16, 2020",13,70,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-05-01,9,8,5,Ozark,TV Show,Yes,"Jul 21, 2017",35,244,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-05-01,10,10,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",14,87,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2020-05-02,1,2,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",2,19,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-02,2,1,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",5,43,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-02,3,3,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",17,139,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-02,4,4,1,Extraction,Movie,Yes,"Apr 24, 2020",8,73,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-05-02,5,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",3,18,,,,,
2020-05-02,6,6,-,The Last Kingdom,TV Show,,"Jul 10, 2016",6,36,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-05-02,7,7,2,The Willoughbys,Movie,Yes,"Apr 22, 2020",10,66,tt5206260,The Willoughbys,"Adventure,Animation,Comedy",6.4,23038
2020-05-02,8,-,-,All Day and a Night,Movie,Yes,"May 1, 2020",1,3,tt3993886,All Day and a Night,Drama,6.0,4738
2020-05-02,9,9,6,Ozark,TV Show,Yes,"Jul 21, 2017",36,246,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-05-02,10,8,5,Waco,TV Show,,"Apr 16, 2020",14,71,tt6040674,Waco,"Crime,Drama,History",7.8,28075
2020-05-03,1,1,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",3,29,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-03,2,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",6,52,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-03,3,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",18,147,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-03,4,4,1,Extraction,Movie,Yes,"Apr 24, 2020",9,80,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-05-03,5,8,-,All Day and a Night,Movie,Yes,"May 1, 2020",2,9,tt3993886,All Day and a Night,Drama,6.0,4738
2020-05-03,6,-,-,Hollywood,TV Show,Yes,"May 1, 2020",1,5,tt9827854,Hollywood,"Comedy,Drama",7.5,43269
2020-05-03,7,-,-,Den of Thieves,Movie,,"May 1, 2020",1,4,tt1259528,Den of Thieves,"Action,Crime,Drama",7.0,150040
2020-05-03,8,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",4,21,,,,,
2020-05-03,9,-,-,The Half of It,Movie,Yes,"May 1, 2020",1,2,tt9683478,The Half of It,"Comedy,Drama",6.9,46484
2020-05-03,10,6,-,The Last Kingdom,TV Show,,"Jul 10, 2016",7,37,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-05-04,1,1,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",4,39,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-04,2,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",19,156,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-04,3,6,-,Hollywood,TV Show,Yes,"May 1, 2020",2,13,tt9827854,Hollywood,"Comedy,Drama",7.5,43269
2020-05-04,4,5,-,All Day and a Night,Movie,Yes,"May 1, 2020",3,16,tt3993886,All Day and a Night,Drama,6.0,4738
2020-05-04,5,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",7,58,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-04,6,4,1,Extraction,Movie,Yes,"Apr 24, 2020",10,85,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-05-04,7,7,-,Den of Thieves,Movie,,"May 1, 2020",2,8,tt1259528,Den of Thieves,"Action,Crime,Drama",7.0,150040
2020-05-04,8,8,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",5,24,,,,,
2020-05-04,9,10,7,The Last Kingdom,TV Show,,"Jul 10, 2016",8,39,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-05-04,10,9,-,The Half of It,Movie,Yes,"May 1, 2020",2,3,tt9683478,The Half of It,"Comedy,Drama",6.9,46484
2020-05-05,1,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",20,166,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-05,2,1,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",5,48,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-05,3,3,-,Hollywood,TV Show,Yes,"May 1, 2020",3,21,tt9827854,Hollywood,"Comedy,Drama",7.5,43269
2020-05-05,4,5,6,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",8,65,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-05,5,4,-,All Day and a Night,Movie,Yes,"May 1, 2020",4,22,tt3993886,All Day and a Night,Drama,6.0,4738
2020-05-05,6,7,-,Den of Thieves,Movie,,"May 1, 2020",3,13,tt1259528,Den of Thieves,"Action,Crime,Drama",7.0,150040
2020-05-05,7,6,1,Extraction,Movie,Yes,"Apr 24, 2020",11,89,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-05-05,8,-,-,Arctic Dogs,Movie,,"May 4, 2020",1,3,tt4426464,Arctic Dogs,"Adventure,Animation,Comedy",4.9,2451
2020-05-05,9,9,3,The Last Kingdom,TV Show,,"Jul 10, 2016",9,41,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-05-05,10,8,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",6,25,,,,,
2020-05-06,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",21,176,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-06,2,3,-,Hollywood,TV Show,Yes,"May 1, 2020",4,30,tt9827854,Hollywood,"Comedy,Drama",7.5,43269
2020-05-06,3,8,-,Arctic Dogs,Movie,,"May 4, 2020",2,11,tt4426464,Arctic Dogs,"Adventure,Animation,Comedy",4.9,2451
2020-05-06,4,2,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",6,55,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-06,5,4,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",9,71,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-06,6,-,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",1,5,,,,,
2020-05-06,7,5,-,All Day and a Night,Movie,Yes,"May 1, 2020",5,26,tt3993886,All Day and a Night,Drama,6.0,4738
2020-05-06,8,6,-,Den of Thieves,Movie,,"May 1, 2020",4,16,tt1259528,Den of Thieves,"Action,Crime,Drama",7.0,150040
2020-05-06,9,7,1,Extraction,Movie,Yes,"Apr 24, 2020",12,91,tt8936646,Extraction,"Action,Crime,Thriller",6.8,284743
2020-05-06,10,9,4,The Last Kingdom,TV Show,,"Jul 10, 2016",10,42,tt4179452,The Last Kingdom,"Action,Drama,History",8.5,183796
2020-05-07,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",22,186,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-07,2,2,-,Hollywood,TV Show,Yes,"May 1, 2020",5,39,tt9827854,Hollywood,"Comedy,Drama",7.5,43269
2020-05-07,3,6,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",2,13,,,,,
2020-05-07,4,5,1,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",10,78,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-07,5,-,-,Becoming,Movie,Yes,"May 6, 2020",1,6,tt12221748,Becoming,"Biography,Documentary",7.0,6848
2020-05-07,6,4,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",7,60,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-07,7,-,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",1,4,,,,,
2020-05-07,8,3,-,Arctic Dogs,Movie,,"May 4, 2020",3,14,tt4426464,Arctic Dogs,"Adventure,Animation,Comedy",4.9,2451
2020-05-07,9,8,-,Den of Thieves,Movie,,"May 1, 2020",5,18,tt1259528,Den of Thieves,"Action,Crime,Drama",7.0,150040
2020-05-07,10,7,-,All Day and a Night,Movie,Yes,"May 1, 2020",6,27,tt3993886,All Day and a Night,Drama,6.0,4738
2020-05-08,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",23,196,tt10293938,Outer Banks,"Action,Crime,Drama",7.5,101710
2020-05-08,2,2,-,Hollywood,TV Show,Yes,"May 1, 2020",6,48,tt9827854,Hollywood,"Comedy,Drama",7.5,43269
2020-05-08,3,5,-,Becoming,Movie,Yes,"May 6, 2020",2,14,tt12221748,Becoming,"Biography,Documentary",7.0,6848
2020-05-08,4,7,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",2,11,,,,,
2020-05-08,5,3,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",3,19,,,,,
2020-05-08,6,4,1,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",11,83,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2020-05-08,7,9,-,Den of Thieves,Movie,,"May 1, 2020",6,22,tt1259528,Den of Thieves,"Action,Crime,Drama",7.0,150040
2020-05-08,8,8,-,Arctic Dogs,Movie,,"May 4, 2020",4,17,tt4426464,Arctic Dogs,"Adventure,Animation,Comedy",4.9,2451
2020-05-08,9,6,2,Dangerous Lies,Movie,Yes,"Apr 30, 2020",8,62,tt10183816,Dangerous Lies,"Crime,Mystery,Thriller",5.4,19816
2020-05-08,10,-,9,Ozark,TV Show,Yes,"Jul 21, 2017",37,247,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2020-05-09,1,-,-,Dead to Me,TV Show,Yes,"May 3, 2019",1,10,tt8064302,Dead to Me,"Comedy,Crime,Drama",7.9,108415
